campaign_id,contract_date,start_date,end_date,ad_format,budget,cpm,currency,imp_delivered,Daily_FX,Budget_USD,CPM_USD,Sales_USD
5eff0afd-be41-4e78-9d7e-3154149c9b16,6/24/2022,10/18/2023,10/18/2023,story,"4,000",1.71,EUR,0,1.0554,"$4,221.60",$1.80,$0.00
7b1067a8-8f1d-4452-b70c-01f84d87a618,6/22/2023,12/3/2023,12/3/2023,image,"7,000",1.63,USD,0,1.0956,"$7,000.00",$1.63,$0.00
ab3fe71a-78da-49b7-8b7f-3f37318bc651,1/21/2023,1/21/2023,1/21/2023,video,"10,000",2.23,USD,0,1.0855,"$10,000.00",$2.23,$0.00
c24cb18d-7183-4ab2-8b0d-2be84cd5fdc9,2/13/2023,8/12/2023,8/12/2023,carousel,"7,000",2.76,EUR,0,1.072,"$7,504.00",$2.96,$0.00
f59f2862-b0b4-4bf7-9012-61d66c791bb5,6/29/2022,4/10/2023,4/10/2023,image,"11,000",1.18,USD,"2,159,696",1.0439,"$11,000.00",$1.18,"$2,548.44"
1ca719c6-5203-4b5f-98ab-a2df5c6eb090,4/10/2023,12/3/2023,12/3/2023,carousel,"8,000",0.81,USD,0,1.0859,"$8,000.00",$0.81,$0.00
64903690-b3de-4ffd-9557-9778b08f58c8,8/15/2022,10/21/2023,10/21/2023,video,"14,000",0.16,EUR,0,1.016,"$14,224.00",$0.16,$0.00
d63d6ab6-f11b-45ac-93d9-9596ff3692a2,3/1/2023,3/1/2023,4/7/2023,video,"10,000",0.59,USD,"12,256,577",1.0665,"$10,000.00",$0.59,"$7,231.38"
aa018c79-e833-4241-be08-7b7c3c98a9f5,5/15/2023,5/15/2023,5/15/2023,carousel,"16,000",1.21,EUR,"1,269,358",1.0872,"$17,395.20",$1.32,"$1,669.86"
399ada07-2e37-4090-96ac-6f14e404b5c4,5/23/2023,5/23/2023,3/29/2024,carousel,"7,000",2.02,EUR,"366,897",1.0768,"$7,537.60",$2.18,$798.05
7ad8b608-c67c-4f1f-8903-3103fd9d8ebf,9/9/2022,10/27/2022,5/21/2023,image,"7,000",1.36,EUR,"2,996,466",1.0039,"$7,027.30",$1.37,"$4,091.09"
852abce3-5408-41bc-96a7-ca013442c538,5/9/2023,7/14/2023,3/5/2024,carousel,"10,000",2.83,EUR,0,1.096,"$10,960.00",$3.10,$0.00
e1723fba-9f04-48a4-ba4f-137e0246ba1d,12/1/2022,1/29/2023,12/13/2023,video,"7,000",0.66,USD,"1,795,738",1.0522,"$7,000.00",$0.66,"$1,185.19"
24251029-0703-477d-a421-5ce04c04407e,2/15/2023,2/15/2023,6/26/2023,image,"10,000",2.07,USD,"1,681,597",1.0689,"$10,000.00",$2.07,"$3,480.91"
d19ff9b3-51b4-43d7-956a-4dead43babc9,5/30/2023,5/30/2023,5/30/2023,image,"7,000",0.04,EUR,"150,107,292",1.0733,"$7,513.10",$0.04,"$6,444.41"
88495ebd-d890-4906-83a5-c6afdce1efb9,6/15/2023,6/15/2023,6/15/2023,carousel,"12,000",2.37,EUR,"1,291,185",1.0945,"$13,134.00",$2.59,"$3,349.29"
d597731f-c9ea-4762-bf40-7ca111ec8c8c,10/20/2022,11/29/2023,12/6/2023,carousel,"8,000",1.87,USD,0,0.9783,"$8,000.00",$1.87,$0.00
914040b6-2b2a-43ff-b86e-a9ab5d8fce68,12/23/2022,6/14/2023,3/12/2024,story,"9,000",0.47,USD,"9,048,589",1.0614,"$9,000.00",$0.47,"$4,252.84"
fcda156c-66b8-4467-8c72-a98691e88182,11/26/2022,3/30/2023,3/30/2023,story,"8,000",2.4,EUR,0,1.0395,"$8,316.00",$2.49,$0.00
e035828b-1ec2-48db-b1c8-3124dcc80292,10/16/2022,10/16/2022,6/21/2023,video,"9,000",2.42,USD,"1,903,083",0.9719,"$9,000.00",$2.42,"$4,605.46"
05361f15-dd04-41cf-9b2b-f37eed2469f3,11/14/2022,6/26/2023,6/26/2023,carousel,"14,000",1.09,USD,0,1.0325,"$14,000.00",$1.09,$0.00
f38820c4-0c34-4248-98a4-5f75716c0d02,5/6/2023,5/6/2023,3/23/2024,image,"9,000",2.19,EUR,"3,158,968",1.1017,"$9,915.30",$2.41,"$7,621.71"
34a9ae64-1596-42c8-ab05-11b5a8e8c97b,8/3/2022,2/26/2023,3/31/2023,story,"13,000",2.54,USD,0,1.0164,"$13,000.00",$2.54,$0.00
23cfb812-bee6-4935-95dc-f287ae658f09,4/18/2023,4/18/2023,9/3/2023,carousel,"11,000",2.62,EUR,"2,127,173",1.0971,"$12,068.10",$2.87,"$6,114.35"
24f11fcd-129d-47cc-be6e-9eb30adcf208,3/27/2023,3/27/2023,3/27/2023,image,"9,000",0.3,USD,0,1.0796,"$9,000.00",$0.30,$0.00
df595615-b599-44bb-90aa-989908b906ed,9/4/2022,9/4/2022,7/24/2023,carousel,"12,000",1.07,EUR,"10,265,206",0.9951,"$11,941.20",$1.06,"$10,929.95"
20f8b025-f701-4643-9614-b6dd694e009c,9/2/2022,3/22/2023,3/22/2023,story,"9,000",2.26,EUR,0,0.9951,"$8,955.90",$2.25,$0.00
e184adb3-69fa-4f61-ba66-5d5a242d2e8c,2/21/2023,6/20/2023,6/20/2023,image,"8,000",2.42,EUR,"1,952,372",1.0646,"$8,516.80",$2.58,"$5,029.96"
b084e8e2-e220-42bf-a545-c63849cb480a,11/12/2022,1/13/2023,8/8/2023,carousel,"10,000",2.21,EUR,"3,913,944",1.0352,"$10,352.00",$2.29,"$8,954.29"
5db41497-bb0d-48e8-909f-bd494342eb23,8/22/2022,6/25/2023,6/25/2023,video,"6,000",2.15,USD,0,0.9941,"$6,000.00",$2.15,$0.00
60bde469-aa76-44bf-9979-60fc5a158ed4,2/22/2023,4/10/2023,11/26/2023,image,"11,000",2.13,USD,"298,339",1.0601,"$11,000.00",$2.13,$635.46
9f190da2-bbd8-4470-9f9e-254844c4ed01,6/24/2023,6/24/2023,2/11/2024,video,"15,000",1.35,USD,0,1.0891,"$15,000.00",$1.35,$0.00
ec400bad-10ed-491c-b56d-c68976298873,7/29/2022,9/9/2023,11/18/2023,image,"14,000",1.09,EUR,0,1.0218,"$14,305.20",$1.11,$0.00
2bbdf614-d980-421d-8af6-1d5ef8f75b34,8/12/2022,1/16/2023,2/1/2023,carousel,"13,000",1.84,USD,0,1.0258,"$13,000.00",$1.84,$0.00
032c0a14-85df-48e9-85b4-784258f0239e,9/13/2022,11/17/2023,11/17/2023,video,"9,000",1.28,USD,0,0.997,"$9,000.00",$1.28,$0.00
6595f312-5081-4c60-8201-1be3f6db810c,8/17/2022,9/17/2022,6/7/2023,carousel,"9,000",2.38,USD,"566,640",1.018,"$9,000.00",$2.38,"$1,348.60"
c6de17fd-0bea-4db4-929f-c69530405534,5/13/2023,6/28/2023,2/9/2024,story,"12,000",2.02,USD,0,1.0848,"$12,000.00",$2.02,$0.00
7ef351b8-b2b3-459b-a9e5-59aca09c20bc,10/15/2022,1/27/2023,4/13/2023,story,"16,000",2.63,USD,"1,140,954",0.9719,"$16,000.00",$2.63,"$3,000.71"
9f21129b-2fba-4e91-b985-45ee6447436e,3/6/2023,9/14/2023,9/14/2023,carousel,"15,000",2.01,EUR,0,1.0678,"$16,017.00",$2.15,$0.00
1dae949e-2272-490a-8a4b-5a6f8658edfc,8/11/2022,12/3/2022,12/26/2023,story,"6,000",2.76,EUR,"2,067,245",1.0317,"$6,190.20",$2.85,"$5,886.46"
90b09905-f778-46be-8093-13800f7a3fbe,7/27/2022,10/15/2023,2/3/2024,story,"11,000",0.82,EUR,0,1.0202,"$11,222.20",$0.84,$0.00
82e418ee-88d1-401c-95eb-fcc33db92f8a,6/24/2022,6/26/2022,9/25/2023,story,"14,000",0.29,USD,"36,534,175",1.0554,"$14,000.00",$0.29,"$10,594.91"
fcf932f1-87e8-4380-8afd-419e991eaf11,7/1/2022,11/19/2023,11/19/2023,image,"8,000",2.69,EUR,0,1.0428,"$8,342.40",$2.81,$0.00
a348fbc6-1be0-4007-989a-959a1b35c3b8,12/29/2022,3/5/2023,4/26/2023,video,"3,000",1.5,EUR,"1,136,752",1.0661,"$3,198.30",$1.60,"$1,817.84"
3f24dcc6-52b2-4617-b4da-c05b0ef26898,6/24/2022,2/6/2023,1/30/2024,story,"13,000",0.28,USD,"15,324,529",1.0554,"$13,000.00",$0.28,"$4,290.87"
20ad6389-1f7d-4798-9ea0-3375ca07ea81,10/4/2022,9/15/2023,9/15/2023,carousel,"8,000",1.38,USD,0,0.9983,"$8,000.00",$1.38,$0.00
0d242fb7-588c-4718-aca9-ec1060673c25,10/25/2022,7/27/2023,3/19/2024,carousel,"21,000",1.3,USD,0,0.9964,"$21,000.00",$1.30,$0.00
440b0fd4-dbc3-49b6-a3a3-4d80c8fa2215,7/6/2022,6/18/2023,6/18/2023,carousel,"10,000",2.37,EUR,"1,637,121",1.0181,"$10,181.00",$2.41,"$3,950.20"
50fd1169-c766-48ac-909b-33e834d2b5d5,4/13/2023,4/13/2023,10/30/2023,story,"8,000",0.29,USD,"23,554,682",1.1044,"$8,000.00",$0.29,"$6,830.86"
12707971-712e-464f-8aba-8c3a2e5b861b,11/9/2022,11/29/2022,12/19/2023,video,"5,000",1.83,EUR,"1,734,930",1.0011,"$5,005.50",$1.83,"$3,178.41"
04fbf0a7-4088-467e-9e1d-bbed49760ef9,5/22/2023,5/22/2023,5/22/2023,story,"12,000",1.83,USD,"1,298,545",1.0811,"$12,000.00",$1.83,"$2,376.34"
189de84b-d377-4f24-a970-16311b0123e2,8/31/2022,12/16/2022,6/14/2023,carousel,"10,000",0.88,EUR,"2,754,048",1.0057,"$10,057.00",$0.89,"$2,437.38"
c8f45936-79a0-4d4a-ab51-a23f961eff5f,8/20/2022,8/20/2022,3/1/2023,video,"11,000",0.3,USD,0,1.0034,"$11,000.00",$0.30,$0.00
fc47a60c-f00a-43da-aa35-d3745c7d8a58,5/24/2023,10/26/2023,10/26/2023,carousel,"4,000",2.39,EUR,0,1.0748,"$4,299.20",$2.57,$0.00
54687702-8d49-451d-b0bb-be951f62c2ac,3/8/2023,3/8/2023,3/8/2023,video,"10,000",0.06,EUR,0,1.0544,"$10,544.00",$0.06,$0.00
28a233f9-9ba1-4bc8-a701-d63b46591857,4/13/2023,8/15/2023,8/19/2023,story,"9,000",2.96,EUR,0,1.1044,"$9,939.60",$3.27,$0.00
0f674c07-64e2-489d-af61-6a06cb573e3d,3/24/2023,8/30/2023,8/30/2023,image,"13,000",0.36,EUR,0,1.0759,"$13,986.70",$0.39,$0.00
cbf9abcf-c4ca-46e6-9ce4-8157e09150c0,12/5/2022,10/21/2023,10/21/2023,story,"16,000",0.99,USD,0,1.0491,"$16,000.00",$0.99,$0.00
3b13cebf-077e-4886-bc8b-d25a67771e0d,10/27/2022,10/27/2022,11/12/2022,carousel,"11,000",1.83,USD,0,0.9962,"$11,000.00",$1.83,$0.00
3aae35f9-8b6d-4038-b762-1f6a84a652a1,1/25/2023,8/8/2023,8/8/2023,story,"9,000",0.69,EUR,0,1.0915,"$9,823.50",$0.75,$0.00
15f757f1-001c-479d-8731-f74f330db798,10/22/2022,3/22/2023,3/2/2024,story,"11,000",1.26,EUR,"4,394,065",0.986,"$10,846.00",$1.24,"$5,459.01"
1d8144a0-c000-4087-9d86-22157ecdf6c8,2/6/2023,12/26/2023,12/26/2023,carousel,"7,000",2,USD,0,1.073,"$7,000.00",$2.00,$0.00
4d94d1a7-0996-45aa-912e-bbabfe9b6d2f,9/29/2022,10/27/2023,10/27/2023,story,"7,000",1.33,USD,0,0.9814,"$7,000.00",$1.33,$0.00
6894ef2a-77b1-4d5b-ad1e-3af271c3ec6b,1/22/2023,2/3/2023,2/3/2023,image,"14,000",1.69,USD,0,1.0855,"$14,000.00",$1.69,$0.00
ca9e5379-1b09-410c-a1fd-c833eab27d39,4/27/2023,4/27/2023,4/27/2023,carousel,"14,000",0.99,EUR,"5,334,247",1.1027,"$15,437.80",$1.09,"$5,823.25"
075ebefc-bfbb-48c7-9f62-6f8b8ffbb9fe,9/19/2022,12/30/2023,12/30/2023,story,"15,000",0.97,USD,0,1.0022,"$15,000.00",$0.97,$0.00
fe82240c-81b6-4efc-85d8-23d04017ecf5,7/9/2022,6/14/2023,2/29/2024,carousel,"5,000",0.33,USD,"6,385,951",1.0183,"$5,000.00",$0.33,"$2,107.36"
0d5d885d-2f93-49a3-8c78-9da15ac8fb19,6/15/2023,6/15/2023,6/15/2023,image,"12,000",2.15,EUR,"656,440",1.0945,"$13,134.00",$2.35,"$1,544.72"
fcfac6ff-d42d-4651-aee7-c05a9d2dd750,4/29/2023,4/29/2023,9/25/2023,carousel,"10,000",1.25,EUR,"3,118,258",1.102,"$11,020.00",$1.38,"$4,295.40"
a6acc86e-96e7-49a7-9cdf-6f019fcd0059,4/15/2023,4/15/2023,6/27/2023,image,"7,000",2.4,USD,"2,261,902",1.1,"$7,000.00",$2.40,"$5,428.56"
32d42830-930d-4e1f-b28f-2ddb920fc8ab,8/23/2022,11/28/2023,11/28/2023,carousel,"13,000",1.49,USD,0,0.9967,"$13,000.00",$1.49,$0.00
0d5b742f-1f2e-442a-911d-8ec61457fde0,3/20/2023,11/16/2023,11/16/2023,video,"8,000",2.96,EUR,0,1.0719,"$8,575.20",$3.17,$0.00
129e27d2-a951-4acc-af9f-27372801ed98,1/14/2023,7/4/2023,9/29/2023,image,"11,000",0.4,USD,0,1.0828,"$11,000.00",$0.40,$0.00
f7dc320b-56a6-416d-b544-3f4b0e1eb719,5/25/2023,5/25/2023,5/25/2023,video,"8,000",1.22,USD,"2,433,551",1.0719,"$8,000.00",$1.22,"$2,968.93"
b5ea8eaf-52b5-42a3-94e8-1132973a2b10,7/4/2022,9/26/2023,9/26/2023,story,"7,000",1.78,USD,0,1.0421,"$7,000.00",$1.78,$0.00
fa71cd42-bb8b-4f7c-ba6b-0666676556c8,9/13/2022,10/20/2022,12/17/2022,image,"7,000",0.97,EUR,0,0.997,"$6,979.00",$0.97,$0.00
41b78ee5-e04e-4555-ac32-e4a097b51b48,9/11/2022,9/3/2023,9/3/2023,story,"8,000",0.38,USD,0,1.0039,"$8,000.00",$0.38,$0.00
01cd44f1-931d-4ae6-bb38-e5a535c8db0b,2/24/2023,2/28/2023,2/28/2023,carousel,"11,000",1.04,USD,0,1.0546,"$11,000.00",$1.04,$0.00
707023f2-d4fc-4987-8758-4ec35bd9e2e7,4/14/2023,4/18/2023,4/18/2023,carousel,"10,000",1.16,EUR,"3,587,910",1.1,"$11,000.00",$1.28,"$4,578.17"
94ceea40-217d-487d-b0e1-30482d2f576a,12/3/2022,1/31/2023,1/31/2023,image,"10,000",2.76,USD,0,1.0538,"$10,000.00",$2.76,$0.00
d58a200f-af24-4ce3-b8a3-322b16339611,6/28/2023,6/28/2023,8/22/2023,video,"9,000",0.2,USD,0,1.0891,"$9,000.00",$0.20,$0.00
3ea13606-07d1-47d3-972d-fd6057cb7369,4/1/2023,4/1/2023,5/8/2023,image,"5,000",2.17,EUR,"1,372,952",1.0839,"$5,419.50",$2.35,"$3,229.27"
51b27ff5-f2c2-423b-b2bf-4db5a36200bf,11/24/2022,7/9/2023,7/9/2023,story,"14,000",2.51,USD,0,1.0408,"$14,000.00",$2.51,$0.00
ccb2d3d3-af1e-4d54-8c00-199511d7e5e7,6/26/2022,11/26/2023,11/26/2023,story,"11,000",1.47,USD,0,1.0554,"$11,000.00",$1.47,$0.00
17dda218-08f0-4c93-bcad-2c5e4a915626,11/17/2022,9/18/2023,12/31/2023,image,"11,000",2.1,USD,0,1.036,"$11,000.00",$2.10,$0.00
01dc6c50-4743-4ea6-905e-76b3b47b7ef4,2/22/2023,2/22/2023,7/3/2023,story,"7,000",2.57,EUR,"878,361",1.0601,"$7,420.70",$2.72,"$2,393.06"
3226ec83-b8e4-4929-ba3a-3a935475e68d,2/26/2023,2/26/2023,2/26/2023,video,"12,000",0.17,EUR,0,1.0546,"$12,655.20",$0.18,$0.00
fe2397ac-68ac-4df7-aa4d-3c3abf1ccb78,11/16/2022,11/30/2023,11/30/2023,story,"10,000",1.98,USD,0,1.0392,"$10,000.00",$1.98,$0.00
5e534482-b572-48d8-a290-c55fb5199629,11/25/2022,8/19/2023,9/3/2023,image,"1,000",0.28,USD,0,1.0395,"$1,000.00",$0.28,$0.00
271309ec-579e-4073-90cc-e1c9308d2385,12/21/2022,12/21/2022,5/29/2023,video,"15,000",2.63,USD,"522,336",1.0603,"$15,000.00",$2.63,"$1,373.74"
012bbd05-46bc-47e1-bee6-da49602dd246,6/25/2023,10/26/2023,10/26/2023,story,"15,000",0.27,EUR,0,1.0891,"$16,336.50",$0.29,$0.00
daa17917-5373-43e4-9093-b8d344bcf63d,6/19/2023,6/19/2023,6/19/2023,video,"11,000",2.99,USD,"2,973,158",1.0922,"$11,000.00",$2.99,"$8,889.74"
a0be099c-9fb9-4325-b8ac-95cdf58d4fc7,11/28/2022,11/11/2023,11/11/2023,story,"15,000",0.05,USD,0,1.0337,"$15,000.00",$0.05,$0.00
f89003a3-5b85-4aa4-a7d7-3bc635c868db,9/20/2022,7/27/2023,3/14/2024,video,"10,000",0.97,USD,0,0.997,"$10,000.00",$0.97,$0.00
424268f6-9ed6-4218-9d37-358a6fe7c35d,4/17/2023,8/12/2023,8/12/2023,carousel,"9,000",2.54,USD,0,1.0926,"$9,000.00",$2.54,$0.00
458faae4-fc76-4723-8253-bb2f7fc30137,1/23/2023,6/9/2023,6/9/2023,video,"9,000",2.13,USD,"1,803,500",1.0868,"$9,000.00",$2.13,"$3,841.46"
50a941f6-74c0-47ce-82b6-b722b5275469,6/18/2023,12/12/2023,12/12/2023,video,"7,000",1.17,EUR,0,1.0933,"$7,653.10",$1.28,$0.00
05b7c84f-13dd-4f81-a4dc-511e0f38604a,11/21/2022,10/24/2023,10/29/2023,story,"9,000",1.66,USD,0,1.0241,"$9,000.00",$1.66,$0.00
1c374e02-2197-45e8-970f-0fb2d32ae9f5,10/5/2022,7/21/2023,3/17/2024,story,"12,000",2.76,USD,0,0.9882,"$12,000.00",$2.76,$0.00
cc88298f-0f91-4d77-83df-8d5085816c8b,2/7/2023,2/8/2023,2/8/2023,carousel,"9,000",0.12,EUR,0,1.0723,"$9,650.70",$0.13,$0.00
fd4a0ca8-4e02-40a2-b1d2-e6325c6800fd,5/16/2023,12/10/2023,12/10/2023,video,"7,000",1.36,USD,0,1.0861,"$7,000.00",$1.36,$0.00
0fa09d42-c9be-4ba2-9f09-36f6940423e8,6/10/2023,6/10/2023,6/10/2023,story,"9,000",1.71,USD,"4,086,088",1.0747,"$9,000.00",$1.71,"$6,987.21"
af55af2c-34e5-42e2-bb0e-3adc483c03e1,6/14/2023,7/27/2023,7/27/2023,video,"9,000",0.35,EUR,0,1.0831,"$9,747.90",$0.38,$0.00
36006165-524b-478a-9ad6-26d0dd4ce6c0,12/4/2022,12/4/2022,12/22/2023,image,"7,000",2.61,USD,"2,170,566",1.0538,"$7,000.00",$2.61,"$5,665.18"
3b25e39a-53ba-4ba0-a6b5-d4374d4a5f9f,3/14/2023,6/25/2023,6/25/2023,video,"9,000",0.38,EUR,0,1.0732,"$9,658.80",$0.41,$0.00
70d4f068-9308-4c64-b8ad-fa6c5dfba8fd,12/13/2022,12/13/2022,11/28/2023,video,"14,000",0.07,USD,"177,503,783",1.063,"$14,000.00",$0.07,"$12,425.26"
660951c0-23bb-43b5-81ec-c51cf7e3edba,11/7/2022,5/10/2023,8/1/2023,image,"11,000",0.05,USD,"11,281,845",1.0019,"$11,000.00",$0.05,$564.09
136c5aa0-ecf9-4e43-bcbc-e85678a91d22,10/14/2022,7/20/2023,7/20/2023,video,"15,000",2.79,EUR,0,0.9719,"$14,578.50",$2.71,$0.00
e207ddb9-1f6f-44cd-8d3e-36099de42a67,3/17/2023,3/17/2023,3/17/2023,image,"10,000",1.6,EUR,0,1.0666,"$10,666.00",$1.71,$0.00
57d428fc-53bd-4019-9d1a-3dad12856ac9,7/28/2022,10/23/2023,1/6/2024,carousel,"8,000",2.78,USD,0,1.0196,"$8,000.00",$2.78,$0.00
420de73d-40fc-4325-a88e-25b4f3c80483,2/15/2023,11/15/2023,11/15/2023,carousel,"9,000",1.67,USD,0,1.0689,"$9,000.00",$1.67,$0.00
148e9f3a-d7a7-4fb4-bd4e-ea4e738ba4b7,6/26/2022,4/29/2023,4/29/2023,story,"9,000",0.1,USD,"16,582,217",1.0554,"$9,000.00",$0.10,"$1,658.22"
bf58e900-3380-442f-8b83-d34a32b264ff,10/19/2022,10/22/2022,6/24/2023,video,"9,000",2.39,USD,"2,315,621",0.9771,"$9,000.00",$2.39,"$5,534.33"
ebf4f348-c6f3-4032-addf-ce1bbe41f284,3/21/2023,3/21/2023,3/21/2023,carousel,"9,000",0.47,EUR,0,1.0767,"$9,690.30",$0.51,$0.00
30a52716-6d5b-461e-97e9-47cfa7e591ff,9/7/2022,9/7/2022,4/5/2023,image,"10,000",0.8,USD,"6,235,625",0.9999,"$10,000.00",$0.80,"$4,988.50"
e56be1fe-aa4b-4d14-a268-3f912bc93a0d,11/30/2022,3/16/2023,5/1/2023,carousel,"13,000",1,EUR,"7,933,506",1.0405,"$13,526.50",$1.04,"$8,254.81"
69172ad7-3d8b-4cdb-ac43-8f3194f42b54,1/11/2023,1/11/2023,5/8/2023,story,"12,000",1.47,USD,"3,857,571",1.0755,"$12,000.00",$1.47,"$5,670.63"
20e8d8f2-cd00-4f76-9a8e-592e3c0995bd,7/29/2022,7/2/2023,7/2/2023,image,"11,000",0.2,EUR,0,1.0218,"$11,239.80",$0.20,$0.00
a0071509-c586-44c4-895b-f6686aa2ca4a,2/14/2023,9/24/2023,1/20/2024,video,"6,000",1.16,EUR,0,1.0735,"$6,441.00",$1.25,$0.00
407a9aad-8098-43dd-bedf-846daca77035,11/10/2022,12/11/2023,12/11/2023,video,"11,000",0.59,USD,0,1.0208,"$11,000.00",$0.59,$0.00
930a7a17-eaea-44d7-8564-52cbe25fa7e8,6/25/2023,11/4/2023,11/4/2023,image,"14,000",0.09,USD,0,1.0891,"$14,000.00",$0.09,$0.00
8f4e9977-6735-41d1-9bac-57a183301481,10/4/2022,5/5/2023,12/26/2023,story,"13,000",1.15,EUR,"2,180,670",0.9983,"$12,977.90",$1.15,"$2,503.51"
277bf09f-e1a2-4491-a2d5-9af4117ed606,4/17/2023,6/11/2023,6/11/2023,image,"8,000",1.29,USD,"4,471,351",1.0926,"$8,000.00",$1.29,"$5,768.04"
68701f2b-81c2-43da-9e19-ef4862c38758,12/6/2022,6/20/2023,6/20/2023,story,"13,000",0.74,USD,"14,104,545",1.0469,"$13,000.00",$0.74,"$10,437.36"
1af2f23b-d7b9-437b-b6a0-74545f746122,11/6/2022,4/13/2023,4/13/2023,image,"10,000",0.92,USD,"9,327,934",0.996,"$10,000.00",$0.92,"$8,581.70"
f1066892-591d-453e-81f0-be39d3b36da8,2/18/2023,6/26/2023,6/26/2023,carousel,"8,000",1.21,USD,0,1.0694,"$8,000.00",$1.21,$0.00
de4f12b3-b8ee-4191-974b-088a556e35f3,10/6/2022,10/6/2022,11/1/2023,story,"13,000",1.73,USD,"2,714,891",0.9788,"$13,000.00",$1.73,"$4,696.76"
